0,0,0
0,1,2
0,2,4
0,3,6
0,4,8
0,5,10
0,6,12
0,7,14
0,8,16
0,9,18
0,10,20
0,11,22
0,12,24
0,13,26
0,14,28
0,15,30
0,16,32
0,17,34
0,18,36
0,19,38
0,20,40
0,21,42
0,22,44
0,23,46
0,24,48
0,25,50
0,26,52
0,27,54
0,28,56
0,29,58
0,30,60
0,31,62
0,32,64
0,33,66
0,34,68
0,35,70
0,36,72
0,37,74
0,38,76
0,39,78
0,40,80
0,41,82
0,42,84
0,43,86
0,44,88
0,45,90
0,46,92
0,47,94
0,48,96
0,49,98
0,50,100
0,51,102
0,52,104
0,53,106
0,54,108
0,55,110
0,56,112
0,57,114
0,58,116
0,59,118
0,60,120
0,61,122
0,62,124
0,63,126
0,64,128
0,65,130
0,66,132
0,67,134
0,68,136
0,69,138
0,70,140
0,71,142
0,72,144
0,73,146
0,74,148
0,75,150
0,76,152
0,77,154
0,78,156
0,79,158
0,80,160
0,81,162
0,82,164
0,83,166
0,84,168
0,85,170
0,86,172
0,87,174
0,88,176
0,89,178
0,90,180
0,91,182
0,92,184
0,93,186
0,94,188
0,95,190
0,96,192
0,97,194
0,98,196
0,99,198
1,0,1
1,1,3
1,2,5
1,3,7
1,4,9
1,5,11
1,6,13
1,7,15
1,8,17
1,9,19
1,10,21
1,11,23
1,12,25
1,13,27
1,14,29
1,15,31
1,16,33
1,17,35
1,18,37
1,19,39
1,20,41
1,21,43
1,22,45
1,23,47
1,24,49
1,25,51
1,26,53
1,27,55
1,28,57
1,29,59
1,30,61
1,31,63
1,32,65
1,33,67
1,34,69
1,35,71
1,36,73
1,37,75
1,38,77
1,39,79
1,40,81
1,41,83
1,42,85
1,43,87
1,44,89
1,45,91
1,46,93
1,47,95
1,48,97
1,49,99
1,50,101
1,51,103
1,52,105
1,53,107
1,54,109
1,55,111
1,56,113
1,57,115
1,58,117
1,59,119
1,60,121
1,61,123
1,62,125
1,63,127
1,64,129
1,65,131
1,66,133
1,67,135
1,68,137
1,69,139
1,70,141
1,71,143
1,72,145
1,73,147
1,74,149
1,75,151
1,76,153
1,77,155
1,78,157
1,79,159
1,80,161
1,81,163
1,82,165
1,83,167
1,84,169
1,85,171
1,86,173
1,87,175
1,88,177
1,89,179
1,90,181
1,91,183
1,92,185
1,93,187
1,94,189
1,95,191
1,96,193
1,97,195
1,98,197
1,99,199
2,0,2
2,1,4
2,2,6
2,3,8
2,4,10
2,5,12
2,6,14
2,7,16
2,8,18
2,9,20
2,10,22
2,11,24
2,12,26
2,13,28
2,14,30
2,15,32
2,16,34
2,17,36
2,18,38
2,19,40
2,20,42
2,21,44
2,22,46
2,23,48
2,24,50
2,25,52
2,26,54
2,27,56
2,28,58
2,29,60
2,30,62
2,31,64
2,32,66
2,33,68
2,34,70
2,35,72
2,36,74
2,37,76
2,38,78
2,39,80
2,40,82
2,41,84
2,42,86
2,43,88
2,44,90
2,45,92
2,46,94
2,47,96
2,48,98
2,49,100
2,50,102
2,51,104
2,52,106
2,53,108
2,54,110
2,55,112
2,56,114
2,57,116
2,58,118
2,59,120
2,60,122
2,61,124
2,62,126
2,63,128
2,64,130
2,65,132
2,66,134
2,67,136
2,68,138
2,69,140
2,70,142
2,71,144
2,72,146
2,73,148
2,74,150
2,75,152
2,76,154
2,77,156
2,78,158
2,79,160
2,80,162
2,81,164
2,82,166
2,83,168
2,84,170
2,85,172
2,86,174
2,87,176
2,88,178
2,89,180
2,90,182
2,91,184
2,92,186
2,93,188
2,94,190
2,95,192
2,96,194
2,97,196
2,98,198
2,99,200
3,0,3
3,1,5
3,2,7
3,3,9
3,4,11
3,5,13
3,6,15
3,7,17
3,8,19
3,9,21
3,10,23
3,11,25
3,12,27
3,13,29
3,14,31
3,15,33
3,16,35
3,17,37
3,18,39
3,19,41
3,20,43
3,21,45
3,22,47
3,23,49
3,24,51
3,25,53
3,26,55
3,27,57
3,28,59
3,29,61
3,30,63
3,31,65
3,32,67
3,33,69
3,34,71
3,35,73
3,36,75
3,37,77
3,38,79
3,39,81
3,40,83
3,41,85
3,42,87
3,43,89
3,44,91
3,45,93
3,46,95
3,47,97
3,48,99
3,49,101
3,50,103
3,51,105
3,52,107
3,53,109
3,54,111
3,55,113
3,56,115
3,57,117
3,58,119
3,59,121
3,60,123
3,61,125
3,62,127
3,63,129
3,64,131
3,65,133
3,66,135
3,67,137
3,68,139
3,69,141
3,70,143
3,71,145
3,72,147
3,73,149
3,74,151
3,75,153
3,76,155
3,77,157
3,78,159
3,79,161
3,80,163
3,81,165
3,82,167
3,83,169
3,84,171
3,85,173
3,86,175
3,87,177
3,88,179
3,89,181
3,90,183
3,91,185
3,92,187
3,93,189
3,94,191
3,95,193
3,96,195
3,97,197
3,98,199
3,99,201
4,0,4
4,1,6
4,2,8
4,3,10
4,4,12
4,5,14
4,6,16
4,7,18
4,8,20
4,9,22
4,10,24
4,11,26
4,12,28
4,13,30
4,14,32
4,15,34
4,16,36
4,17,38
4,18,40
4,19,42
4,20,44
4,21,46
4,22,48
4,23,50
4,24,52
4,25,54
4,26,56
4,27,58
4,28,60
4,29,62
4,30,64
4,31,66
4,32,68
4,33,70
4,34,72
4,35,74
4,36,76
4,37,78
4,38,80
4,39,82
4,40,84
4,41,86
4,42,88
4,43,90
4,44,92
4,45,94
4,46,96
4,47,98
4,48,100
4,49,102
4,50,104
4,51,106
4,52,108
4,53,110
4,54,112
4,55,114
4,56,116
4,57,118
4,58,120
4,59,122
4,60,124
4,61,126
4,62,128
4,63,130
4,64,132
4,65,134
4,66,136
4,67,138
4,68,140
4,69,142
4,70,144
4,71,146
4,72,148
4,73,150
4,74,152
4,75,154
4,76,156
4,77,158
4,78,160
4,79,162
4,80,164
4,81,166
4,82,168
4,83,170
4,84,172
4,85,174
4,86,176
4,87,178
4,88,180
4,89,182
4,90,184
4,91,186
4,92,188
4,93,190
4,94,192
4,95,194
4,96,196
4,97,198
4,98,200
4,99,202
5,0,5
5,1,7
5,2,9
5,3,11
5,4,13
5,5,15
5,6,17
5,7,19
5,8,21
5,9,23
5,10,25
5,11,27
5,12,29
5,13,31
5,14,33
5,15,35
5,16,37
5,17,39
5,18,41
5,19,43
5,20,45
5,21,47
5,22,49
5,23,51
5,24,53
5,25,55
5,26,57
5,27,59
5,28,61
5,29,63
5,30,65
5,31,67
5,32,69
5,33,71
5,34,73
5,35,75
5,36,77
5,37,79
5,38,81
5,39,83
5,40,85
5,41,87
5,42,89
5,43,91
5,44,93
5,45,95
5,46,97
5,47,99
5,48,101
5,49,103
5,50,105
5,51,107
5,52,109
5,53,111
5,54,113
5,55,115
5,56,117
5,57,119
5,58,121
5,59,123
5,60,125
5,61,127
5,62,129
5,63,131
5,64,133
5,65,135
5,66,137
5,67,139
5,68,141
5,69,143
5,70,145
5,71,147
5,72,149
5,73,151
5,74,153
5,75,155
5,76,157
5,77,159
5,78,161
5,79,163
5,80,165
5,81,167
5,82,169
5,83,171
5,84,173
5,85,175
5,86,177
5,87,179
5,88,181
5,89,183
5,90,185
5,91,187
5,92,189
5,93,191
5,94,193
5,95,195
5,96,197
5,97,199
5,98,201
5,99,203
6,0,6
6,1,8
6,2,10
6,3,12
6,4,14
6,5,16
6,6,18
6,7,20
6,8,22
6,9,24
6,10,26
6,11,28
6,12,30
6,13,32
6,14,34
6,15,36
6,16,38
6,17,40
6,18,42
6,19,44
6,20,46
6,21,48
6,22,50
6,23,52
6,24,54
6,25,56
6,26,58
6,27,60
6,28,62
6,29,64
6,30,66
6,31,68
6,32,70
6,33,72
6,34,74
6,35,76
6,36,78
6,37,80
6,38,82
6,39,84
6,40,86
6,41,88
6,42,90
6,43,92
6,44,94
6,45,96
6,46,98
6,47,100
6,48,102
6,49,104
6,50,106
6,51,108
6,52,110
6,53,112
6,54,114
6,55,116
6,56,118
6,57,120
6,58,122
6,59,124
6,60,126
6,61,128
6,62,130
6,63,132
6,64,134
6,65,136
6,66,138
6,67,140
6,68,142
6,69,144
6,70,146
6,71,148
6,72,150
6,73,152
6,74,154
6,75,156
6,76,158
6,77,160
6,78,162
6,79,164
6,80,166
6,81,168
6,82,170
6,83,172
6,84,174
6,85,176
6,86,178
6,87,180
6,88,182
6,89,184
6,90,186
6,91,188
6,92,190
6,93,192
6,94,194
6,95,196
6,96,198
6,97,200
6,98,202
6,99,204
7,0,7
7,1,9
7,2,11
7,3,13
7,4,15
7,5,17
7,6,19
7,7,21
7,8,23
7,9,25
7,10,27
7,11,29
7,12,31
7,13,33
7,14,35
7,15,37
7,16,39
7,17,41
7,18,43
7,19,45
7,20,47
7,21,49
7,22,51
7,23,53
7,24,55
7,25,57
7,26,59
7,27,61
7,28,63
7,29,65
7,30,67
7,31,69
7,32,71
7,33,73
7,34,75
7,35,77
7,36,79
7,37,81
7,38,83
7,39,85
7,40,87
7,41,89
7,42,91
7,43,93
7,44,95
7,45,97
7,46,99
7,47,101
